is_buggy,h1,h2,N1,N2,complexity,loc,lloc,sloc,comments,multi,blank,single_comments,no_of_files,no_of_added_files,no_of_added_python_files,no_of_modified_files,no_of_modified_python_files,no_of_copied_files,no_of_copied_python_files,no_of_deleted_files,no_of_deleted_python_files,author_previous_commits,author_previous_file_changes
1,0,0,0,0,1,26,2,26,0,0,0,0,3,0,0,3,3,0,0,0,0,0,0
1,0,0,0,0,1,4,1,4,0,0,0,0,4,0,0,4,2,0,0,0,0,0,0
1,4,8,5,10,4,2,2,2,0,0,0,0,8,0,0,8,8,0,0,0,0,0,0
1,0,0,0,0,1,4,1,1,3,0,0,3,8,0,0,8,8,0,0,0,0,0,0
1,0,0,0,0,0,1,1,1,0,0,0,0,3,0,0,3,2,0,0,0,0,0,0
1,0,0,0,0,0,1,0,0,0,0,1,0,3,0,0,3,2,0,0,0,0,0,0
1,0,0,0,0,1,1,1,1,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0
1,0,0,0,0,1,9,1,9,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
1,0,0,0,0,0,1,1,1,0,0,0,0,88,0,0,84,74,0,0,4,4,0,0
1,0,0,0,0,2,13,12,12,0,0,1,0,19,0,0,13,9,0,0,6,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0
1,1,2,1,2,3,13,8,9,4,0,0,4,9,0,0,9,6,0,0,0,0,0,0
1,0,0,0,0,1,5,1,5,0,0,0,0,11,0,0,10,9,0,0,1,1,0,0
1,0,0,0,0,0,4,1,1,3,0,0,3,2,0,0,2,2,0,0,0,0,0,0
1,0,0,0,0,0,1,1,1,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0
1,0,0,0,0,0,1,1,1,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0
1,0,0,0,0,1,4,4,4,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
1,0,0,0,0,0,2,2,2,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
1,2,9,6,12,7,65,30,54,6,0,6,5,4,0,0,4,4,0,0,0,0,0,0
1,1,4,2,4,1,14,2,14,5,0,0,0,10,0,0,10,5,0,0,0,0,0,0
1,0,0,0,0,1,1,1,1,0,0,0,0,32,0,0,32,32,0,0,0,0,0,0
1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
1,7,19,12,22,14,66,28,32,28,0,6,28,5,0,0,5,2,0,0,0,0,0,0
1,0,0,0,0,1,1,1,1,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0
1,0,0,0,0,0,1,1,1,0,0,0,0,242,0,0,242,242,0,0,0,0,0,0
1,0,0,0,0,0,1,1,1,0,0,0,0,242,0,0,242,242,0,0,0,0,0,0
1,0,0,0,0,0,1,1,1,0,0,0,0,242,0,0,242,242,0,0,0,0,0,0
1,0,0,0,0,1,4,1,4,0,0,0,0,5,0,0,3,2,0,0,2,2,0,0
1,0,0,0,0,1,1,1,1,0,0,0,0,11,0,0,11,11,0,0,0,0,0,0
1,0,0,0,0,1,1,1,1,0,0,0,0,21,0,0,21,21,0,0,0,0,0,0
1,0,0,0,0,1,2,3,2,0,0,0,0,21,0,0,21,21,0,0,0,0,0,0
1,1,2,1,2,1,2,2,2,0,0,0,0,21,0,0,21,21,0,0,0,0,0,0
1,1,2,1,2,1,7,6,7,0,0,0,0,3,0,0,3,3,0,0,0,0,0,0
1,0,0,0,0,2,2,2,2,0,0,0,0,3,0,0,3,3,0,0,0,0,0,0
1,0,0,0,0,2,2,2,2,0,0,0,0,3,0,0,3,3,0,0,0,0,0,0
1,1,2,1,2,1,1,1,1,0,0,0,0,24,0,0,23,23,0,0,1,1,0,0
1,0,0,0,0,0,1,0,0,1,0,0,1,3,0,0,0,0,0,0,3,3,0,0
1,0,0,0,0,1,2,1,2,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0
1,1,4,2,4,1,2,2,2,0,0,0,0,23,0,0,23,23,0,0,0,0,0,0
1,0,0,0,0,3,3,3,3,0,0,0,0,88,0,0,88,71,0,0,0,0,0,0
1,0,0,0,0,1,1,1,1,0,0,0,0,3,0,0,3,3,0,0,0,0,0,0
1,0,0,0,0,1,1,1,1,0,0,0,0,29,0,0,29,28,0,0,0,0,0,0
1,0,0,0,0,2,3,3,3,0,0,0,0,29,0,0,29,28,0,0,0,0,0,0
1,0,0,0,0,1,1,1,1,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0
1,0,0,0,0,2,12,12,12,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
1,1,2,1,2,2,2,2,2,0,0,0,0,73,4,4,41,38,0,0,28,28,0,0
1,1,2,1,2,1,1,1,1,0,0,0,0,73,4,4,41,38,0,0,28,28,0,0
1,0,0,0,0,1,5,1,1,4,0,0,4,73,4,4,41,38,0,0,28,28,0,0
1,0,0,0,0,1,7,5,5,1,0,1,1,3,0,0,3,3,0,0,0,0,0,0
1,0,0,0,0,0,1,0,0,0,0,1,0,3,0,0,3,3,0,0,0,0,0,0
1,1,2,1,2,1,49,1,49,2,0,0,0,16,0,0,13,9,0,0,3,3,0,0
1,1,2,1,2,4,5,4,5,0,0,0,0,3,0,0,3,3,0,0,0,0,0,0
1,0,0,0,0,0,1,1,1,0,0,0,0,4,0,0,4,3,0,0,0,0,0,0
1,0,0,0,0,1,7,4,7,0,0,0,0,5,0,0,3,2,0,0,2,1,0,0
1,0,0,0,0,1,4,1,4,0,0,0,0,5,0,0,3,2,0,0,2,1,0,0
1,0,0,0,0,1,5,2,4,0,0,1,0,29,0,0,29,29,0,0,0,0,0,0
1,0,0,0,0,1,8,1,8,0,0,0,0,3,0,0,3,2,0,0,0,0,0,0
1,0,0,0,0,0,1,0,0,0,0,1,0,10,0,0,9,9,0,0,1,1,0,0
1,0,0,0,0,1,1,1,1,0,0,0,0,3,0,0,3,3,0,0,0,0,0,0
1,0,0,0,0,0,1,1,1,0,0,0,0,5,0,0,5,4,0,0,0,0,0,0
1,1,2,1,2,3,4,4,4,0,0,0,0,19,0,0,19,16,0,0,0,0,0,0
1,0,0,0,0,1,6,1,6,0,0,0,0,8,0,0,8,7,0,0,0,0,0,0
1,0,0,0,0,1,1,1,1,0,0,0,0,180,0,0,180,180,0,0,0,0,0,0
1,0,0,0,0,1,1,1,1,0,0,0,0,180,0,0,180,180,0,0,0,0,0,0
1,0,0,0,0,3,3,3,3,0,0,0,0,180,0,0,180,180,0,0,0,0,0,0
1,0,0,0,0,2,2,2,2,0,0,0,0,19,0,0,19,14,0,0,0,0,0,0
1,0,0,0,0,1,9,1,9,0,0,0,0,18,0,0,18,14,0,0,0,0,0,0
1,6,10,6,12,6,6,1,6,0,0,0,0,45,0,0,45,44,0,0,0,0,0,0
1,0,0,0,0,1,1,1,1,0,0,0,0,5,0,0,5,4,0,0,0,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,1,4,0,0,4,2,0,0,0,0,0,0
1,0,0,0,0,1,1,1,1,0,0,0,0,8,0,0,7,5,0,0,1,1,0,0
1,1,2,1,2,2,8,1,8,0,0,0,0,3,0,0,3,2,0,0,0,0,0,0
1,0,0,0,0,1,5,3,3,0,0,2,0,1,0,0,1,1,0,0,0,0,0,0
1,0,0,0,0,1,42,2,42,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
1,1,11,6,12,1,7,1,7,4,0,0,0,6,0,0,6,2,0,0,0,0,0,0
1,0,0,0,0,1,1,1,1,0,0,0,0,16,0,0,9,2,0,0,7,0,0,0
1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
1,0,0,0,0,0,4,1,1,3,0,0,3,21,0,0,15,11,0,0,6,3,0,0
1,0,0,0,0,1,49,2,49,0,0,0,0,4,0,0,4,1,0,0,0,0,0,0
1,0,0,0,0,1,1,1,1,0,0,0,0,17,0,0,17,15,0,0,0,0,0,0
1,0,0,0,0,1,1,1,1,0,0,0,0,9,0,0,9,8,0,0,0,0,0,0
1,0,0,0,0,1,1,1,1,0,0,0,0,3,0,0,3,3,0,0,0,0,0,0
1,0,0,0,0,0,1,0,0,0,0,1,0,6,0,0,6,6,0,0,0,0,0,0
1,1,4,2,4,3,4,4,4,0,0,0,0,6,0,0,6,6,0,0,0,0,0,0
1,0,0,0,0,1,1,1,1,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0
1,0,0,0,0,1,1,1,1,0,0,0,0,2,0,0,1,1,0,0,1,1,0,0
1,0,0,0,0,0,1,1,1,0,0,0,0,6,1,1,3,3,0,0,2,1,0,0
1,0,0,0,0,1,5,1,0,0,5,0,0,185,0,0,185,184,0,0,0,0,0,0
1,0,0,0,0,1,4,1,0,0,4,0,0,185,0,0,185,184,0,0,0,0,0,0
1,0,0,0,0,1,4,1,0,0,4,0,0,185,0,0,185,184,0,0,0,0,0,0
1,0,0,0,0,1,4,1,0,0,4,0,0,185,0,0,185,184,0,0,0,0,0,0
1,0,0,0,0,1,6,1,0,0,6,0,0,185,0,0,185,184,0,0,0,0,0,0
1,0,0,0,0,1,1,1,1,0,0,0,0,7,0,0,7,4,0,0,0,0,0,0
1,0,0,0,0,1,41,2,41,0,0,0,0,2,0,0,2,1,0,0,0,0,0,0
1,0,0,0,0,1,1,1,1,0,0,0,0,8,0,0,8,8,0,0,0,0,0,0
1,0,0,0,0,1,6,2,6,0,0,0,0,3,0,0,3,3,0,0,0,0,0,0
1,0,0,0,0,2,5,2,4,0,0,1,0,12,0,0,1,0,0,0,11,4,0,0
1,0,0,0,0,3,46,33,41,1,0,4,1,5,0,0,5,2,0,0,0,0,0,0
1,0,0,0,0,1,1,1,1,0,0,0,0,10,0,0,10,10,0,0,0,0,0,0
1,1,2,1,2,1,3,1,3,0,0,0,0,113,0,0,113,112,0,0,0,0,0,0
1,1,4,2,4,1,1,1,1,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0
1,2,3,2,4,3,4,4,4,0,0,0,0,389,165,92,59,59,0,0,165,92,0,0
1,0,0,0,0,1,1,1,1,0,0,0,0,8,0,0,8,5,0,0,0,0,0,0
1,1,2,1,2,3,17,9,17,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0
1,2,4,3,4,3,6,3,6,0,0,0,0,5,0,0,5,3,0,0,0,0,0,0
1,0,0,0,0,0,5,5,5,0,0,0,0,3,0,0,3,3,0,0,0,0,0,0
1,0,0,0,0,1,1,1,1,0,0,0,0,33,4,4,29,28,0,0,0,0,0,0
1,0,0,0,0,1,1,1,1,0,0,0,0,33,4,4,29,28,0,0,0,0,0,0
1,0,0,0,0,1,1,1,1,0,0,0,0,33,4,4,29,28,0,0,0,0,0,0
1,0,0,0,0,1,1,1,1,0,0,0,0,3,0,0,3,2,0,0,0,0,0,0
1,1,2,1,2,13,13,15,13,0,0,0,0,29,0,0,29,29,0,0,0,0,0,0
1,0,0,0,0,1,1,1,1,0,0,0,0,29,0,0,29,29,0,0,0,0,0,0
1,0,0,0,0,7,7,7,7,0,0,0,0,29,0,0,29,29,0,0,0,0,0,0
1,1,2,1,2,2,3,2,2,1,0,0,1,7,0,0,5,2,0,0,2,2,0,0
1,0,0,0,0,1,17,15,14,0,0,3,0,15,0,0,14,11,0,0,1,1,0,0
1,0,0,0,0,2,8,10,7,0,0,1,0,15,0,0,14,11,0,0,1,1,0,0
1,0,0,0,0,1,1,1,1,0,0,0,0,7,0,0,1,1,0,0,6,6,0,0
1,4,9,5,11,5,7,1,7,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0
1,1,2,1,2,1,13,10,9,0,4,0,0,2,0,0,2,2,0,0,0,0,0,0
1,0,0,0,0,1,1,1,1,0,0,0,0,3,0,0,3,2,0,0,0,0,0,0
1,0,0,0,0,1,1,1,1,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0
1,0,0,0,0,1,7,1,7,0,0,0,0,3,0,0,3,2,0,0,0,0,0,0
1,0,0,0,0,1,7,1,7,0,0,0,0,116,1,1,115,114,0,0,0,0,0,0
1,0,0,0,0,1,1,1,1,0,0,0,0,3,0,0,3,2,0,0,0,0,0,0
1,0,0,0,0,1,4,1,4,0,0,0,0,4,0,0,3,3,0,0,1,1,0,0
1,0,0,0,0,1,1,1,1,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0
1,0,0,0,0,1,2,3,2,0,0,0,0,5,0,0,5,4,0,0,0,0,0,0
1,3,6,3,6,2,4,4,4,0,0,0,0,29,0,0,20,2,0,0,9,0,0,0
1,0,0,0,0,0,1,1,1,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0
1,0,0,0,0,0,1,1,1,0,0,0,0,8,0,0,8,6,0,0,0,0,0,0
1,0,0,0,0,1,49,2,49,0,0,0,0,2,0,0,2,1,0,0,0,0,0,0
1,0,0,0,0,1,5,2,5,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
1,0,0,0,0,1,1,1,1,0,0,0,0,4,0,0,4,2,0,0,0,0,0,0
1,1,2,1,2,2,8,1,8,0,0,0,0,8,0,0,8,8,0,0,0,0,0,0
1,0,0,0,0,2,2,2,2,0,0,0,0,69,36,0,33,33,0,0,0,0,0,0
1,1,4,2,4,1,1,1,1,0,0,0,0,69,36,0,33,33,0,0,0,0,0,0
1,0,0,0,0,1,4,1,4,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
1,2,4,2,4,2,2,2,2,0,0,0,0,6,0,0,6,2,0,0,0,0,0,0
1,1,4,2,4,1,3,1,3,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
1,0,0,0,0,1,6,1,6,4,0,0,0,154,0,0,154,153,0,0,0,0,0,0
1,0,0,0,0,1,1,1,1,1,0,0,0,154,0,0,154,153,0,0,0,0,0,0
1,0,0,0,0,1,1,1,1,0,0,0,0,17,0,0,2,2,0,0,15,15,0,0
1,0,0,0,0,1,1,1,1,0,0,0,0,17,0,0,2,2,0,0,15,15,0,0
1,0,0,0,0,1,1,1,1,0,0,0,0,2,0,0,2,1,0,0,0,0,0,0
1,0,0,0,0,2,2,2,2,0,0,0,0,3,0,0,3,3,0,0,0,0,0,0
1,0,0,0,0,3,6,3,5,0,0,0,1,4,0,0,3,2,0,0,1,1,0,0
1,0,0,0,0,1,2,2,2,0,0,0,0,118,0,0,118,118,0,0,0,0,0,0
1,0,0,0,0,1,2,2,2,0,0,0,0,118,0,0,118,118,0,0,0,0,0,0
1,0,0,0,0,1,1,1,1,0,0,0,0,118,0,0,118,118,0,0,0,0,0,0
1,0,0,0,0,1,2,2,2,0,0,0,0,118,0,0,118,118,0,0,0,0,0,0
1,0,0,0,0,1,1,1,1,0,0,0,0,6,0,0,6,6,0,0,0,0,0,0
1,0,0,0,0,1,3,1,0,0,3,0,0,9,0,0,9,7,0,0,0,0,0,0
1,0,0,0,0,1,30,1,30,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
1,0,0,0,0,1,30,1,30,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
1,1,2,1,2,2,1,1,1,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0
1,0,0,0,0,1,1,1,1,0,0,0,0,19,0,0,19,19,0,0,0,0,0,0
1,1,8,4,8,1,1,2,1,0,0,0,0,4,0,0,4,4,0,0,0,0,0,0
1,0,0,0,0,1,8,1,0,0,8,0,0,11,0,0,11,11,0,0,0,0,0,0
1,0,0,0,0,1,5,1,0,0,4,1,0,11,0,0,11,11,0,0,0,0,0,0
1,1,2,1,2,1,4,2,4,0,0,0,0,3,0,0,3,3,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,0
1,0,0,0,0,0,1,1,1,0,0,0,0,2,0,0,2,1,0,0,0,0,0,0
1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
1,0,0,0,0,2,3,3,3,0,0,0,0,39,2,2,23,20,0,0,14,14,0,0
1,0,0,0,0,1,1,1,0,0,0,0,1,2,0,0,2,2,0,0,0,0,0,0
1,2,3,2,3,3,2,2,2,0,0,0,0,31,0,0,31,31,0,0,0,0,0,0
1,0,0,0,0,1,2,1,2,0,0,0,0,31,0,0,31,31,0,0,0,0,0,0
1,0,0,0,0,1,4,1,4,0,0,0,0,31,0,0,31,31,0,0,0,0,0,0
1,2,5,3,6,1,15,1,15,0,0,0,0,5,0,0,5,2,0,0,0,0,0,0
1,0,0,0,0,2,2,2,2,0,0,0,0,16,0,0,16,15,0,0,0,0,0,0
1,0,0,0,0,0,1,1,0,0,0,0,1,16,0,0,16,15,0,0,0,0,0,0
1,0,0,0,0,1,1,1,1,0,0,0,0,7,0,0,7,4,0,0,0,0,0,0
1,0,0,0,0,1,6,2,6,1,0,0,0,3,0,0,3,3,0,0,0,0,0,0
1,0,0,0,0,1,1,1,1,0,0,0,0,7,0,0,4,4,0,0,3,3,0,0
1,0,0,0,0,1,18,1,0,0,14,4,0,5,0,0,5,3,0,0,0,0,0,0
1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
1,1,2,1,2,1,2,2,2,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
1,0,0,0,0,2,2,2,2,0,0,0,0,39,0,0,39,39,0,0,0,0,0,0
1,3,6,3,6,5,5,4,4,1,0,0,1,2,0,0,2,2,0,0,0,0,0,0
1,0,0,0,0,1,1,1,1,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0
1,0,0,0,0,1,6,1,6,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
1,0,0,0,0,2,2,2,2,0,0,0,0,5,0,0,5,4,0,0,0,0,0,0
1,0,0,0,0,3,5,6,4,0,0,1,0,2,0,0,2,2,0,0,0,0,0,0
1,2,4,2,4,3,5,4,4,1,0,0,1,3,0,0,3,2,0,0,0,0,0,0
1,0,0,0,0,1,1,1,1,0,0,0,0,10,0,0,10,10,0,0,0,0,0,0
1,0,0,0,0,1,1,1,1,0,0,0,0,64,0,0,64,46,0,0,0,0,0,0
1,0,0,0,0,1,1,1,1,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0
1,0,0,0,0,1,1,1,1,0,0,0,0,3,0,0,2,1,0,0,1,1,0,0
1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
1,0,0,0,0,1,2,1,1,0,0,1,0,3,0,0,3,2,0,0,0,0,0,0
1,0,0,0,0,1,5,1,4,0,0,1,0,3,0,0,3,2,0,0,0,0,0,0
1,0,0,0,0,1,1,1,1,0,0,0,0,3,0,0,3,2,0,0,0,0,0,0
1,0,0,0,0,1,4,1,4,0,0,0,0,3,0,0,3,2,0,0,0,0,0,0
1,0,0,0,0,1,4,1,4,0,0,0,0,8,0,0,8,4,0,0,0,0,0,0
1,0,0,0,0,1,6,1,6,0,0,0,0,3,0,0,3,3,0,0,0,0,0,0
1,0,0,0,0,1,1,1,1,0,0,0,0,4,0,0,4,2,0,0,0,0,0,0
1,0,0,0,0,1,48,2,48,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
1,0,0,0,0,1,1,1,1,0,0,0,0,3,0,0,3,2,0,0,0,0,0,0
1,0,0,0,0,1,3,1,3,0,0,0,0,3,0,0,3,2,0,0,0,0,0,0
1,0,0,0,0,1,1,1,1,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0
1,0,0,0,0,0,1,1,1,0,0,0,0,6,0,0,6,3,0,0,0,0,0,0
1,0,0,0,0,1,1,1,1,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0
1,0,0,0,0,1,1,1,1,0,0,0,0,11,0,0,10,8,0,0,1,1,0,0
1,0,0,0,0,1,1,2,1,0,0,0,0,6,0,0,6,4,0,0,0,0,0,0
1,0,0,0,0,0,1,1,1,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0
1,0,0,0,0,1,1,1,1,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0
1,0,0,0,0,1,42,2,42,0,0,0,0,4,0,0,4,4,0,0,0,0,0,0
1,1,2,1,2,1,1,1,1,0,0,0,0,3,0,0,3,3,0,0,0,0,0,0
1,0,0,0,0,1,10,1,10,0,0,0,0,4,0,0,4,2,0,0,0,0,0,0
1,0,0,0,0,1,40,2,40,0,0,0,0,2,0,0,2,1,0,0,0,0,0,0
1,0,0,0,0,1,42,2,42,0,0,0,0,2,0,0,2,1,0,0,0,0,0,0
1,0,0,0,0,1,1,2,1,0,0,0,0,7,0,0,7,4,0,0,0,0,0,0
1,0,0,0,0,2,2,2,2,0,0,0,0,4,0,0,4,3,0,0,0,0,0,0
1,0,0,0,0,0,1,1,1,0,0,0,0,5,0,0,5,3,0,0,0,0,0,0
1,0,0,0,0,3,4,4,4,0,0,0,0,5,0,0,5,3,0,0,0,0,0,0
1,0,0,0,0,1,4,1,4,0,0,0,0,5,0,0,5,3,0,0,0,0,0,0
1,1,2,1,2,2,2,2,2,0,0,0,0,9,0,0,9,4,0,0,0,0,0,0
1,0,0,0,0,1,1,1,1,0,0,0,0,5,0,0,5,5,0,0,0,0,0,0
1,0,0,0,0,1,1,1,1,0,0,0,0,15,0,0,12,7,0,0,3,3,0,0
1,0,0,0,0,1,7,2,7,0,0,0,0,15,0,0,12,7,0,0,3,3,0,0
1,0,0,0,0,1,1,1,1,0,0,0,0,15,0,0,12,7,0,0,3,3,0,0
1,0,0,0,0,1,1,1,1,0,0,0,0,5,3,3,1,1,0,0,1,1,0,0
1,1,2,1,2,2,1,1,1,0,0,0,0,3,0,0,3,2,0,0,0,0,0,0
1,8,14,10,20,4,21,14,20,0,0,1,0,2,0,0,2,2,0,0,0,0,0,0
1,0,0,0,0,1,1,1,1,0,0,0,0,4,0,0,3,2,0,0,1,1,0,0
1,0,0,0,0,1,4,1,0,0,4,0,0,8,0,0,6,6,0,0,2,2,0,0
1,6,15,11,19,17,60,32,46,3,3,8,3,4,0,0,4,4,0,0,0,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0
1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0
1,0,0,0,0,1,1,1,1,0,0,0,0,401,0,0,401,395,0,0,0,0,0,0
1,0,0,0,0,1,4,1,4,0,0,0,0,7,0,0,7,2,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,0,0,0,0,6,0,0,6,6,0,0,0,0,0,0
1,0,0,0,0,1,4,1,1,2,0,1,2,4,0,0,4,2,0,0,0,0,0,0
1,0,0,0,0,2,2,2,2,0,0,0,0,2,0,0,1,1,0,0,1,1,0,0
1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
1,0,0,0,0,1,49,2,49,0,0,0,0,4,0,0,4,1,0,0,0,0,0,0
1,0,0,0,0,1,1,1,1,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0
1,0,0,0,0,0,1,1,1,0,0,0,0,5,0,0,5,5,0,0,0,0,0,0
1,0,0,0,0,7,7,7,7,0,0,0,0,6,0,0,6,4,0,0,0,0,0,0
1,0,0,0,0,1,4,1,0,0,4,0,0,26,0,0,1,1,0,0,25,25,0,0
1,0,0,0,0,1,9,1,9,0,0,0,0,26,0,0,1,1,0,0,25,25,0,0
1,0,0,0,0,1,9,1,9,0,0,0,0,26,0,0,1,1,0,0,25,25,0,0
1,4,8,4,8,4,3,3,3,0,0,0,0,2,0,0,2,1,0,0,0,0,0,0
1,0,0,0,0,0,7,6,6,0,0,1,0,10,0,0,10,8,0,0,0,0,0,0
1,1,2,1,2,2,4,4,4,0,0,0,0,10,0,0,10,8,0,0,0,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,1,4,0,0,4,3,0,0,0,0,0,0
1,0,0,0,0,2,2,2,2,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0
1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
1,0,0,0,0,1,4,1,4,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
1,0,0,0,0,1,4,1,4,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
1,0,0,0,0,1,4,1,4,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
1,0,0,0,0,1,6,1,6,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
1,5,9,5,9,3,4,3,4,0,0,0,0,64,0,0,64,64,0,0,0,0,0,0
1,1,7,4,8,1,3,1,3,0,0,0,0,64,0,0,64,64,0,0,0,0,0,0
1,0,0,0,0,1,226,2,208,15,0,18,0,6,0,0,6,3,0,0,0,0,0,0
1,2,3,2,3,2,5,2,5,0,0,0,0,3,0,0,3,3,0,0,0,0,0,0
1,0,0,0,0,1,1,1,1,0,0,0,0,11,0,0,11,9,0,0,0,0,0,0
1,0,0,0,0,1,4,2,4,0,0,0,0,11,0,0,11,9,0,0,0,0,0,0
1,0,0,0,0,0,2,0,0,2,0,0,2,5,2,0,3,3,0,0,0,0,0,0
1,0,0,0,0,1,1,1,1,0,0,0,0,5,0,0,4,4,0,0,1,0,0,0
1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
1,0,0,0,0,2,2,2,2,0,0,0,0,9,0,0,9,7,0,0,0,0,0,0
1,1,2,1,2,2,4,4,4,0,0,0,0,9,0,0,9,7,0,0,0,0,0,0
1,0,0,0,0,1,2,2,2,0,0,0,0,8,0,0,8,7,0,0,0,0,0,0
1,0,0,0,0,1,1,1,1,0,0,0,0,8,0,0,8,6,0,0,0,0,0,0
1,0,0,0,0,1,1,2,1,0,0,0,0,4,0,0,3,3,0,0,1,1,0,0
1,0,0,0,0,1,1,1,1,0,0,0,0,17,0,0,6,5,0,0,11,11,0,0
1,0,0,0,0,1,1,1,1,0,0,0,0,13,0,0,6,2,0,0,7,5,0,0
1,0,0,0,0,1,2,2,2,0,0,0,0,5,1,1,0,0,0,0,4,4,0,0
1,0,0,0,0,1,1,1,1,0,0,0,0,23,0,0,23,16,0,0,0,0,0,0
1,0,0,0,0,1,4,1,4,0,0,0,0,4,0,0,0,0,0,0,4,4,0,0
1,0,0,0,0,1,7,1,0,0,6,1,0,2,0,0,2,2,0,0,0,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,1,8,0,0,8,4,0,0,0,0,0,0
1,0,0,0,0,1,1,1,1,0,0,0,0,8,0,0,8,4,0,0,0,0,0,0
1,0,0,0,0,1,3,1,3,0,0,0,0,8,0,0,8,4,0,0,0,0,0,0
1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
1,0,0,0,0,1,1,1,1,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0
1,2,4,2,4,3,5,3,3,1,0,1,1,2,0,0,2,2,0,0,0,0,0,0
1,0,0,0,0,1,1,1,1,0,0,0,0,4,0,0,4,4,0,0,0,0,0,0
1,0,0,0,0,1,1,1,1,0,0,0,0,11,0,0,10,8,0,0,1,1,0,0
1,0,0,0,0,1,3,2,3,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0
1,0,0,0,0,1,12,1,12,0,0,0,0,3,0,0,3,3,0,0,0,0,0,0
1,0,0,0,0,1,3,1,0,0,3,0,0,24,0,0,17,8,0,0,7,7,0,0
1,0,0,0,0,1,17,2,17,0,0,0,0,6,0,0,2,2,0,0,4,4,0,0
1,2,4,2,4,8,14,14,14,0,0,0,0,8,0,0,4,4,0,0,4,4,0,0
1,0,0,0,0,0,1,1,1,0,0,0,0,8,0,0,4,4,0,0,4,4,0,0
1,0,0,0,0,0,7,7,7,0,0,0,0,8,0,0,4,4,0,0,4,4,0,0
1,0,0,0,0,1,3,3,3,0,0,0,0,8,0,0,4,4,0,0,4,4,0,0
